id,db_id,question,gold_sql,reason,revised
636,restaurant_bills,Show each customer name and the total quantities of dishes ordered by that customer.,"SELECT T1.Name , sum(T2.Quantity) FROM customer AS T1 JOIN customer_order AS T2 ON T1.Customer_ID = T2.Customer_ID GROUP BY T1.Name","The query returns only customers who have at least one row in customer_order because it uses an INNER JOIN. Three customers that have never placed an order are therefore omitted, so the result is incomplete for the request ""each customer name"".","SELECT c.Name, COALESCE(SUM(co.Quantity), 0) AS total_quantity  FROM customer c  LEFT JOIN customer_order co ON c.Customer_ID = co.Customer_ID  GROUP BY c.Customer_ID, c.Name;"
637,restaurant_bills,What is the total quantities of dishes ordered by each customer ? List the customer name and the total quantity .,"select t1.name , sum(t2.quantity) from customer as t1 join customer_order as t2 on t1.customer_id = t2.customer_id group by t1.name","it uses an INNER JOIN, so customers with no orders are omitted even though the wording “each customer” suggests they should appear with a zero total.","SELECT c.Name,   COALESCE(SUM(co.Quantity),0) AS total_quantity  FROM customer AS c  LEFT JOIN customer_order AS co   ON c.Customer_ID = co.Customer_ID  GROUP BY c.Customer_ID, c.Name;"
647,club_leader,List the names of members whose nationality is not `` England '' .,"select name from member where nationality != ""england""","The question clearly asks for members whose nationality is not England (exact value in the table is ""England""). SQLite string comparison is case-sensitive, so the annotated query uses ""england"" (lower-case) and therefore does NOT match the ""England"" rows.",SELECT Name FROM member WHERE Nationality <> 'England';
654,club_leader,Show the names of club leaders of clubs with overall ranking higher than 100.,"SELECT T3.Name , T2.Club_Name FROM club_leader AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID JOIN member AS T3 ON T1.Member_ID = T3.Member_ID WHERE T2.Overall_Ranking < 100","The question asks for the names of club leaders whose clubs have an overall ranking higher than 100 (i.e., Overall_Ranking > 100). The annotated query applies the opposite condition (Overall_Ranking < 100), therefore returning the wrong set of leaders.",SELECT DISTINCT T3.Name  FROM club_leader AS T1  JOIN club AS T2 ON T1.Club_ID = T2.Club_ID  JOIN member AS T3 ON T1.Member_ID = T3.Member_ID  WHERE T2.Overall_Ranking > 100;
655,club_leader,Show the names of club leaders that joined their club before 2018.,"SELECT T3.Name , T2.Club_Name FROM club_leader AS T1 JOIN club AS T2 ON T1.Club_ID = T2.Club_ID JOIN member AS T3 ON T1.Member_ID = T3.Member_ID WHERE T1.Year_Join < 2018","the requested output is strictly “the names of club leaders”, the presence of extra columns / potential duplicates means the annotated query does not exactly answer the question as posed.",SELECT DISTINCT m.Name  FROM club_leader AS cl  JOIN member AS m ON cl.Member_ID = m.Member_ID  WHERE CAST(cl.Year_Join AS INTEGER) < 2018;
672,cre_Doc_and_collections,What are the document object ids of the objects owned by Marlin?,SELECT Parent_Document_Object_ID FROM Document_Objects WHERE OWNER = 'Marlin',The table Document_Objects holds ownership; its primary key Document_Object_ID identifies each object. Selecting Parent_Document_Object_ID both returns the wrong attribute and loses rows whose parent is NULL.,SELECT Document_Object_ID FROM Document_Objects WHERE Owner = 'Marlin';
683,cre_Doc_and_collections,How many child documents does each parent document has? List the document id and the number.,"SELECT T2.Document_Object_ID , count(*) FROM Document_Objects AS T1 JOIN Document_Objects AS T2 ON T1.Parent_Document_Object_ID = T2.Document_Object_ID GROUP BY T2.Document_Object_ID;","The parent / child relationship is stored in the same table (Document_Objects) through the column Parent_Document_Object_ID.   The annotated query self-joins the table and counts the number of rows that reference each parent id. This returns the **correct count only for parents that have at least one child**; every parent that has zero children is omitted because the join is an inner join.   The question asks “How many child documents does each parent document has?”—which normally implies we should report a number for **every** parent document, including 0 when applicable. Because the current query suppresses zero-child parents, it does not fully answer the question.","SELECT D.Document_Object_ID,   COUNT(C.Document_Object_ID) AS child_count  FROM Document_Objects AS D  LEFT JOIN Document_Objects AS C   ON C.Parent_Document_Object_ID = D.Document_Object_ID  GROUP BY D.Document_Object_ID;"
699,cre_Doc_and_collections,"List collection subset id, name and number of collections in each subset.","SELECT T2.Collection_Subset_ID , T1.Collection_Subset_Name , count(*) FROM Collection_Subsets AS T1 JOIN Collection_Subset_Members AS T2 ON T1.Collection_Subset_ID = T2.Collection_Subset_ID GROUP BY T2.Collection_Subset_ID;","• The question asks for, for every collection subset, the number of collections it contains.   • In table Collection_Subset_Members the same Collection_ID can appear several times in one subset (paired with different Related_Collection_ID values). Using COUNT(*) therefore over-counts the number of collections. The correct measure is COUNT(DISTINCT Collection_ID).   • The query projects Collection_Subset_Name but groups only by Collection_Subset_ID; this is non-standard and logically unsafe.   • An INNER JOIN excludes subsets that currently have zero collections, yet the wording “each subset” implies they should be listed (with count 0). A LEFT JOIN from Collection_Subsets is needed.","SELECT cs.Collection_Subset_ID,   cs.Collection_Subset_Name,   COUNT(DISTINCT csm.Collection_ID) AS num_collections  FROM Collection_Subsets AS cs  LEFT JOIN Collection_Subset_Members AS csm   ON cs.Collection_Subset_ID = csm.Collection_Subset_ID  GROUP BY cs.Collection_Subset_ID, cs.Collection_Subset_Name;"
700,cre_Doc_and_collections,"What are the collection subset ids, names, and number of collections for each subset?","SELECT T2.Collection_Subset_ID , T1.Collection_Subset_Name , count(*) FROM Collection_Subsets AS T1 JOIN Collection_Subset_Members AS T2 ON T1.Collection_Subset_ID = T2.Collection_Subset_ID GROUP BY T2.Collection_Subset_ID;","The request asks for the “number of collections” that belong to each collection subset. In the membership table every row is a (Collection_ID , Related_Collection_ID) pair, so one subset can have many rows for the same collection if the subset stores the relationship between two collections (ordered or all-to-all). The annotator’s query simply counts rows of Collection_Subset_Members; this is only equal to the number of collections when each collection appears in exactly one pair. If symmetric or full-pair records exist (e.g. for 3 collections you can have 6 ordered pairs) the row count greatly exceeds the actual number of collections. Therefore the query is not logically correct in general.","SELECT cs.Collection_Subset_ID,   cs.Collection_Subset_Name,   COUNT(DISTINCT c.collection_id) AS num_collections  FROM Collection_Subsets AS cs  LEFT JOIN (   SELECT Collection_ID AS collection_id,   Collection_Subset_ID AS Collection_Subset_ID   FROM Collection_Subset_Members   UNION   SELECT Related_Collection_ID AS collection_id,   Collection_Subset_ID AS Collection_Subset_ID   FROM Collection_Subset_Members  ) c ON cs.Collection_Subset_ID = c.Collection_Subset_ID  GROUP BY cs.Collection_Subset_ID, cs.Collection_Subset_Name;"
702,cre_Doc_and_collections,"For each document object id, how many children do they have?","SELECT T2.Document_Object_ID , count(*) FROM Document_Objects AS T1 JOIN Document_Objects AS T2 ON T1.Parent_Document_Object_ID = T2.Document_Object_ID GROUP BY T2.Document_Object_ID ORDER BY count(*) DESC LIMIT 1;","The task is to report, for every Document_Object_ID, how many rows list it as their Parent_Document_Object_ID. The annotated query self-joins child to parent and groups, but then limits the result to one row and filters out parents with no children. Hence it does not answer the question. A correct solution would use a LEFT JOIN (or correlated sub-query) and no LIMIT.","SELECT P.Document_Object_ID,   COUNT(C.Document_Object_ID) AS children_count  FROM Document_Objects AS P  LEFT JOIN Document_Objects AS C   ON C.Parent_Document_Object_ID = P.Document_Object_ID  GROUP BY P.Document_Object_ID  ORDER BY P.Document_Object_ID;"
703,cre_Doc_and_collections,Which document has least number of related documents? List the document id and the number of related documents.,"SELECT Document_Object_ID , count(*) FROM Document_Subset_Members GROUP BY Document_Object_ID ORDER BY count(*) ASC LIMIT 1;","The question asks for the document that has the least number of related documents. Any document that has no entries in Document_Subset_Members has zero related documents and must be considered, but the annotated query scans only Document_Subset_Members, therefore such documents are excluded.","WITH related AS (   SELECT d.Document_Object_ID,   COUNT(m.Related_Document_Object_ID) AS related_cnt   FROM Document_Objects d   LEFT JOIN Document_Subset_Members m   ON d.Document_Object_ID = m.Document_Object_ID   GROUP BY d.Document_Object_ID  )  SELECT Document_Object_ID, related_cnt  FROM related  WHERE related_cnt = (SELECT MIN(related_cnt) FROM related);"
719,cre_Doc_and_collections,List the Collection Name that document owned by 'Ransom ' belong to .,select t1.collection_name from collections as t1 join documents_in_collections as t2 on t1.collection_id = t2.collection_id join document_objects as t3 on t2.document_object_id = t3.document_object_id where t3.owner = 'ransom',"The joins between Collections, Documents_in_Collections and Document_Objects are appropriate to retrieve the collections that contain documents. However the WHERE clause filters on owner = 'ransom', while in the data the owner value is stored as 'Ransom'. Because SQLite string comparison is case-sensitive the annotated query returns zero rows, so it fails to answer the question.",SELECT DISTINCT c.Collection_Name  FROM Collections AS c  JOIN Documents_in_Collections AS dc ON c.Collection_ID = dc.Collection_ID  JOIN Document_Objects AS d ON dc.Document_Object_ID = d.Document_Object_ID  WHERE TRIM(d.Owner) = 'Ransom';
726,cre_Doc_and_collections,What is the number of document object ids in the collection named Best?,"SELECT T2.Document_Object_ID FROM Collections AS T1 JOIN Documents_in_Collections AS T2 ON T1.Collection_ID = T2.Collection_ID WHERE T1.Collection_Name = ""Best"";","The question asks for the number (count) of document object IDs contained in the collection whose name is ""Best"". The provided query merely lists the Document_Object_ID values and does not aggregate them, so it returns the IDs themselves rather than their count. Apart from the missing aggregation, the join and filter logic conform to the schema and no duplicates arise because (Document_Object_ID, Collection_ID) is a primary key in Documents_in_Collections. Therefore the query is logically incorrect for the question, while the question itself is clear and unambiguous.",SELECT COUNT(*) AS num_document_object_ids  FROM Collections AS C  JOIN Documents_in_Collections AS D   ON C.Collection_ID = D.Collection_ID  WHERE C.Collection_Name = 'Best';
785,address_1,Which country has fewest number of cities?,SELECT country FROM City GROUP BY country ORDER BY count(*) ASC LIMIT 1,"The annotated query correctly counts cities per country but then uses ORDER BY COUNT(*) ASC LIMIT 1, which returns only one country. In the current data there are several countries whose count equals the minimum (CANADA, FRANCE, INDIA, JAPAN, SAFRICA all have 1 city). Because the query discards the other tied countries it does not always give the complete answer.","WITH counts AS (   SELECT country, COUNT(*) AS num_cities   FROM City   GROUP BY country  ), min_count AS (   SELECT MIN(num_cities) AS min_cities FROM counts  )  SELECT c.country  FROM counts c  JOIN min_count m ON c.num_cities = m.min_cities;"
786,address_1,Give the country with the fewest number of cities.,SELECT country FROM City GROUP BY country ORDER BY count(*) ASC LIMIT 1,"Tie case: In the current database five countries have only one city each. Because no secondary sort key is supplied, the query may return any of those five, depending on the engine’s internal ordering. Whether this satisfies the natural‐language request is open to interpretation, hence the ambiguity.",SELECT country  FROM City  GROUP BY country  HAVING COUNT(*) = (   SELECT MIN(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM City   GROUP BY country   ) AS t  );
795,address_1,Find the number of students living in each city.,"SELECT T1.city_name , count(*) FROM City AS T1 JOIN Student AS T2 ON T1.city_code = T2.city_code GROUP BY T1.city_code","Because the question does not state whether zero-count cities should appear, both the current solution and a LEFT JOIN version could satisfy different interpretations, making the question ambiguous. Aside from this ambiguity, the query is otherwise logically and syntactically correct.","SELECT c.city_name, COUNT(s.StuID) AS num_students  FROM City c  LEFT JOIN Student s ON c.city_code = s.city_code  GROUP BY c.city_code;"
796,address_1,How many students live in each city?,"SELECT T1.city_name , count(*) FROM City AS T1 JOIN Student AS T2 ON T1.city_code = T2.city_code GROUP BY T1.city_code","Because the question does not state whether zero-count cities should appear, both the current solution and a LEFT JOIN version could satisfy different interpretations, making the question ambiguous. Aside from this ambiguity, the query is otherwise logically and syntactically correct.","SELECT c.city_name, COUNT(s.StuID) AS num_students  FROM City c  LEFT JOIN Student s ON c.city_code = s.city_code  GROUP BY c.city_code;"
815,address_1,"What is the average, minimum, maximum distance between two cities?","SELECT avg(distance) , min(distance) , max(distance) FROM Direct_distance","Inspection shows 119 rows but only 59 unordered city pairs; rows where city1_code = city2_code exist. Therefore a straight AVG/MIN/MAX on the whole table mis-represents “distance between two (distinct) cities”. Correct handling requires removing self-distances and de-duplicating unordered pairs (e.g. keep only rows where city1_code < city2_code, or GROUP BY unordered pair).","WITH pairs AS (   SELECT CASE WHEN city1_code < city2_code THEN city1_code ELSE city2_code END AS c1,   CASE WHEN city1_code < city2_code THEN city2_code ELSE city1_code END AS c2,   distance   FROM Direct_distance   WHERE city1_code <> city2_code  )  SELECT AVG(distance), MIN(distance), MAX(distance)  FROM (   SELECT MIN(distance) AS distance -- if duplicates with different values exist, take one   FROM pairs   GROUP BY c1, c2  );"
816,address_1,"Give the average, minimum, and maximum distances between two cities.","SELECT avg(distance) , min(distance) , max(distance) FROM Direct_distance","Inspection shows 119 rows but only 59 unordered city pairs; rows where city1_code = city2_code exist. Therefore a straight AVG/MIN/MAX on the whole table mis-represents “distance between two (distinct) cities”. Correct handling requires removing self-distances and de-duplicating unordered pairs (e.g. keep only rows where city1_code < city2_code, or GROUP BY unordered pair).","WITH pairs AS (   SELECT CASE WHEN city1_code < city2_code THEN city1_code ELSE city2_code END AS c1,   CASE WHEN city1_code < city2_code THEN city2_code ELSE city1_code END AS c2,   distance   FROM Direct_distance   WHERE city1_code <> city2_code  )  SELECT AVG(distance), MIN(distance), MAX(distance)  FROM (   SELECT MIN(distance) AS distance -- if duplicates with different values exist, take one   FROM pairs   GROUP BY c1, c2  );"
860,boat_1,What are the different names of sailors who reserved two or more boats ?,"select distinct t1.name , t1.sid from sailors as t1 join reserves as t2 on t1.sid = t2.sid group by t2.sid having count(*) >= 2",Should not output sid,SELECT DISTINCT s.name  FROM Sailors AS s  JOIN Reserves AS r ON s.sid = r.sid  GROUP BY r.sid  HAVING COUNT(DISTINCT r.bid) >= 2;
893,boat_1,Find the number of reservations for each boat.,"SELECT bid , count(*) FROM Reserves GROUP BY bid","The annotated query aggregates only the Reserves table, therefore lists counts only for boats that appear in that table. The question asks for the number of reservations for each boat, which must include boats that currently have zero reservations. Consequently, the query is incomplete/incorrect. A LEFT JOIN from Boats to Reserves (or counting in a subquery) is necessary to include boats without reservations.","SELECT b.bid,   COUNT(r.bid) AS num_reservations  FROM Boats AS b  LEFT JOIN Reserves AS r ON b.bid = r.bid  GROUP BY b.bid;"
894,boat_1,How many reservations exist for each boat?,"SELECT bid , count(*) FROM Reserves GROUP BY bid","The query counts the number of rows in Reserves per bid, so it returns correct counts only for boats that actually appear in Reserves. Boats that have never been reserved are omitted, yet the wording “for each boat” normally implies that every boat in the Boats table should be listed, even those with zero reservations. Because of this mismatch, the annotated query does not fully answer the question as stated.","SELECT b.bid, COUNT(r.bid) AS reservation_cnt  FROM Boats b  LEFT JOIN Reserves r ON b.bid = r.bid  GROUP BY b.bid;"
895,boat_1,Find the number of reservations for each boat with id greater than 50.,"SELECT bid , count(*) FROM Reserves GROUP BY bid HAVING bid > 50","The Boats table contains bids 101, 102, 103 (>50). Reserves only has 102 and 103. The annotated query SELECT bid, COUNT(*) FROM Reserves GROUP BY bid HAVING bid > 50 counts reservations strictly from Reserves, yielding (102,2) and (103,2) but omitting 101 whose correct count is 0. A LEFT JOIN (or sub-query) starting from Boats is required to include boats with zero reservations.","SELECT b.bid,   COUNT(r.day) AS num_reservations  FROM Boats b  LEFT JOIN Reserves r ON b.bid = r.bid  WHERE b.bid > 50  GROUP BY b.bid;"
896,boat_1,How many reservations exist for each boat with an id greater than 50?,"SELECT bid , count(*) FROM Reserves GROUP BY bid HAVING bid > 50","The question asks for “each boat with an id greater than 50”. That logically refers to all boats in the Boats table whose bid > 50, even if they have no reservations, and the answer should show a count (zero or more) for every such boat.     The annotated query    SELECT bid, COUNT(*)  FROM Reserves  GROUP BY bid  HAVING bid > 50    is executed only on the Reserves table. It therefore returns counts only for boats that actually appear in Reserves, omitting any qualifying boat that has zero reservations (e.g., bid 101 in the sample data). Consequently it does not fully answer the question.","SELECT b.bid,   COUNT(r.bid) AS reservation_count  FROM Boats AS b  LEFT JOIN Reserves AS r ON b.bid = r.bid  WHERE b.bid > 50  GROUP BY b.bid;"
926,headphone_store,Find the headphone class that does not contain more than two headphones.,SELECT CLASS FROM headphone GROUP BY CLASS HAVING count(*) > 2,"The query uses GROUP BY to count headphones in each class, which is the right approach, but the HAVING clause is wrong: it selects classes with more than two headphones (> 2) when the question wants classes that do NOT contain more than two headphones (i.e., ≤ 2).",SELECT Class  FROM headphone  GROUP BY Class  HAVING COUNT(*) <= 2;
1005,aan_1,What is the id and the number of citations of the most cited paper?,"SELECT paper_id , count(*) FROM Citation GROUP BY cited_paper_id ORDER BY count(*) DESC LIMIT 1","The query intends to count citations received by each paper, which requires grouping on cited_paper_id and selecting that same column as the paper id. The annotated query groups by cited_paper_id but selects paper_id, which is the id of the citing paper and is neither aggregated nor present in the GROUP BY clause.","SELECT cited_paper_id AS paper_id,   COUNT(*) AS num_citations  FROM Citation  GROUP BY cited_paper_id  ORDER BY num_citations DESC  LIMIT 1;"
1006,aan_1,Give the id and the number of citations of the most cited paper.,"SELECT paper_id , count(*) FROM Citation GROUP BY cited_paper_id ORDER BY count(*) DESC LIMIT 1","The query intends to count citations received by each paper, which requires grouping on cited_paper_id and selecting that same column as the paper id. The annotated query groups by cited_paper_id but selects paper_id, which is the id of the citing paper and is neither aggregated nor present in the GROUP BY clause.","SELECT cited_paper_id AS paper_id,   COUNT(*) AS num_citations  FROM Citation  GROUP BY cited_paper_id  ORDER BY num_citations DESC  LIMIT 1;"
1009,aan_1,List top 10 most cited papers and their numbers of citations.,"SELECT paper_id , count(*) FROM Citation GROUP BY cited_paper_id ORDER BY count(*) DESC LIMIT 10","The query should count how many times each paper is cited, which is the number of rows in Citation for every cited_paper_id. However the annotated query groups by cited_paper_id but selects paper_id, a column that is neither aggregated nor included in the GROUP BY clause.","SELECT cited_paper_id AS paper_id, COUNT(*) AS num_citations  FROM Citation  GROUP BY cited_paper_id  ORDER BY num_citations DESC  LIMIT 10;"
1010,aan_1,"What are the 10 most cited papers, and how many citations did each have?","SELECT paper_id , count(*) FROM Citation GROUP BY cited_paper_id ORDER BY count(*) DESC LIMIT 10","The query should count how many times each paper is cited, which is the number of rows in Citation for every cited_paper_id. However the annotated query groups by cited_paper_id but selects paper_id, a column that is neither aggregated nor included in the GROUP BY clause.","SELECT cited_paper_id AS paper_id,   COUNT(*) AS citation_count  FROM Citation  GROUP BY cited_paper_id  ORDER BY citation_count DESC  LIMIT 10;"
1026,aan_1,Count the number of papers Columbia University had during or prior to 2009 .,"select count(distinct t1.paper_id) from paper as t1 join author_list as t2 on t1.paper_id = t2.paper_id join affiliation as t3 on t2.affiliation_id = t3.affiliation_id where t1.year <= 2009 and t3.name = ""columbia university""","The annotated query joins Paper → Author_list → Affiliation and tries to count distinct papers, which is structurally appropriate. However, it filters with t3.name = ""columbia university"", which (1) is case-sensitive and therefore misses the stored value ""Columbia University"", and (2) excludes affiliations that merely contain the phrase, e.g., ""AT&T Bell Labs …; Columbia University"". Executing the annotated query returns 0, while a correct query using a substring match returns 222, proving the answer is wrong.",SELECT COUNT(DISTINCT p.paper_id)  FROM Paper p  JOIN Author_list al ON p.paper_id = al.paper_id  JOIN Affiliation af ON al.affiliation_id = af.affiliation_id  WHERE p.year <= 2009   AND af.name LIKE '%Columbia University%';
1027,aan_1,How many papers does Stanford University have between 2000 and 2009?,"SELECT count(DISTINCT T1.paper_id) FROM Paper AS T1 JOIN Author_list AS T2 ON T1.paper_id = T2.paper_id JOIN Affiliation AS T3 ON T2.affiliation_id = T3.affiliation_id WHERE T1.year >= 2000 AND T1.year <= 2009 AND T3.name LIKE ""Stanford University""","The annotated SQL only matches rows where affiliation.name equals exactly ""Stanford University"" (or LIKE without wildcards, which is the same as equality). But many affiliations containing Stanford University include additional text (e.g., ""Stanford University, Stanford CA; Hewlett Packard Company""). Those rows should also count toward Stanford’s papers. Therefore the query under-counts (164 instead of the correct 171). Other parts (joins, distinct count, year filter) are fine.",SELECT COUNT(DISTINCT T1.paper_id)  FROM Paper AS T1  JOIN Author_list AS T2 ON T1.paper_id = T2.paper_id  JOIN Affiliation AS T3 ON T2.affiliation_id = T3.affiliation_id  WHERE T1.year BETWEEN 2000 AND 2009   AND T3.name LIKE '%Stanford University%';
1028,aan_1,Count the number of papers Stanford University had between 2000 and 2009.,"SELECT count(DISTINCT T1.paper_id) FROM Paper AS T1 JOIN Author_list AS T2 ON T1.paper_id = T2.paper_id JOIN Affiliation AS T3 ON T2.affiliation_id = T3.affiliation_id WHERE T1.year >= 2000 AND T1.year <= 2009 AND T3.name LIKE ""Stanford University""","The annotated SQL only matches rows where affiliation.name equals exactly ""Stanford University"" (or LIKE without wildcards, which is the same as equality). But many affiliations containing Stanford University include additional text (e.g., ""Stanford University, Stanford CA; Hewlett Packard Company""). Those rows should also count toward Stanford’s papers. Therefore the query under-counts (164 instead of the correct 171). Other parts (joins, distinct count, year filter) are fine.","""SELECT COUNT(DISTINCT T1.paper_id)  FROM Paper AS T1  JOIN Author_list AS T2 ON T1.paper_id = T2.paper_id  JOIN Affiliation AS T3 ON T2.affiliation_id = T3.affiliation_id  WHERE T1.year BETWEEN 2000 AND 2009   AND T3.name LIKE '%Stanford University%';"""
1039,aan_1,Find the name of the affiliation whose address contains 'China' and publishes the greatest number of papers.,"SELECT T1.name FROM Affiliation AS T1 JOIN Author_list AS T2 ON T1.affiliation_id = T2.affiliation_id WHERE T1.address LIKE ""%China%"" GROUP BY T1.affiliation_id ORDER BY count(*) DESC LIMIT 1","The annotated query counts rows in Author_list, so a single paper with multiple authors from the same affiliation is counted multiple times. This measures author-instances, not distinct papers, which the question requires. The rest of the logic (join, address filter, grouping, limit) is sound but the aggregation must be changed to COUNT(DISTINCT paper_id).",SELECT a.name  FROM Affiliation AS a  JOIN Author_list AS al ON a.affiliation_id = al.affiliation_id  WHERE a.address LIKE '%China%'  GROUP BY a.affiliation_id  ORDER BY COUNT(DISTINCT al.paper_id) DESC  LIMIT 1;
1040,aan_1,What is the name of the affiliation which publishes the greatest number of papers among those whose address contains 'China'.,"SELECT T1.name FROM Affiliation AS T1 JOIN Author_list AS T2 ON T1.affiliation_id = T2.affiliation_id WHERE T1.address LIKE ""%China%"" GROUP BY T1.affiliation_id ORDER BY count(*) DESC LIMIT 1","The annotated query counts rows in Author_list, so a single paper with multiple authors from the same affiliation is counted multiple times. This measures author-instances, not distinct papers, which the question requires. The rest of the logic (join, address filter, grouping, limit) is sound but the aggregation must be changed to COUNT(DISTINCT paper_id).",SELECT a.name  FROM Affiliation AS a  JOIN Author_list AS al ON a.affiliation_id = al.affiliation_id  WHERE a.address LIKE '%China%'  GROUP BY a.affiliation_id  ORDER BY COUNT(DISTINCT al.paper_id) DESC  LIMIT 1;
1043,aan_1,Find the total number of papers for each affiliation.,"SELECT count(DISTINCT T2.paper_id) , T1.name FROM Affiliation AS T1 JOIN Author_list AS T2 ON T1.affiliation_id = T2.affiliation_id GROUP BY T1.affiliation_id","The question asks for the total number of papers “for each affiliation”. A reasonable reading is that every affiliation in the Affiliation table should appear, even those that have never authored a paper (count = 0). The annotated query uses an INNER JOIN between Affiliation and Author_list, so affiliations that do not occur in Author_list are dropped; thus the request is not fully satisfied. Moreover the query omits T1.name from the GROUP BY list, which SQLite allows but standard SQL would reject. Counting DISTINCT paper_id is otherwise correct to avoid multiple authors inflating the total. Because the phrase “for each affiliation” can also be interpreted as “for every affiliation that has at least one paper”, the task statement itself is ambiguous.","SELECT A.name,   COUNT(DISTINCT AL.paper_id) AS paper_cnt  FROM Affiliation AS A  LEFT JOIN Author_list AS AL   ON A.affiliation_id = AL.affiliation_id  GROUP BY A.affiliation_id, A.name;"
1044,aan_1,How many papers has each affiliation published?,"SELECT count(DISTINCT T2.paper_id) , T1.name FROM Affiliation AS T1 JOIN Author_list AS T2 ON T1.affiliation_id = T2.affiliation_id GROUP BY T1.affiliation_id","Affiliations that have never published a paper will be missing from the output, even though the question asks for the number of papers for *each* affiliation, which implies that those affiliations should be listed with a count of 0.","SELECT a.name,   COUNT(DISTINCT al.paper_id) AS num_papers  FROM Affiliation AS a  LEFT JOIN Author_list AS al   ON a.affiliation_id = al.affiliation_id  GROUP BY a.affiliation_id, a.name;"
1047,aan_1,Find the number of authors who did not publish any paper that is cited more than 50 times.,SELECT count(*) FROM Author WHERE Author_id NOT IN ( SELECT T2.author_id FROM Citation AS T1 JOIN Author_list AS T2 ON T1.cited_paper_id = T2.paper_id GROUP BY T1.cited_paper_id HAVING count(DISTINCT T1.paper_id) > 50),"A paper is considered highly cited when its cited_paper_id appears in more than 50 rows of Citation. To answer the question we must (i) find every paper meeting that threshold, (ii) collect every author of those papers, and (iii) count the authors not in that set. The annotated query groups by cited_paper_id but projects author_id without aggregation, which in SQLite returns an arbitrary author per paper and drops co-authors. Hence the exclusion list is incomplete and the final count is wrong.",SELECT COUNT(*)  FROM Author a  WHERE a.author_id NOT IN (   SELECT DISTINCT al.author_id   FROM Author_list al   JOIN (   SELECT cited_paper_id   FROM Citation   GROUP BY cited_paper_id   HAVING COUNT(*) > 50   ) hc ON hc.cited_paper_id = al.paper_id  );
1048,aan_1,How many authors have not published a paper with more than 50 citations?,SELECT count(*) FROM Author WHERE Author_id NOT IN ( SELECT T2.author_id FROM Citation AS T1 JOIN Author_list AS T2 ON T1.cited_paper_id = T2.paper_id GROUP BY T1.cited_paper_id HAVING count(DISTINCT T1.paper_id) > 50),"1. In the sub-query it groups by T1.cited_paper_id but selects T2.author_id, which is **not** part of the GROUP BY nor aggregated. SQLite keeps an arbitrary author from each group; co-authors of the same paper are silently dropped.  2. As a result, many authors who actually do have ≥ 51-citation papers are not removed by the outer NOT IN, so the final count is too large (21 293 instead of the correct 21 019 in the sample database — 274 authors are erroneously included).","WITH high_papers AS (   SELECT cited_paper_id   FROM Citation   GROUP BY cited_paper_id   HAVING COUNT(*) > 50  ),  authors_with_high AS (   SELECT DISTINCT author_id   FROM Author_list   WHERE paper_id IN (SELECT cited_paper_id FROM high_papers)  )  SELECT COUNT(*)  FROM Author  WHERE author_id NOT IN (SELECT author_id FROM authors_with_high);"
1063,conference,which year has least number of conferences?,SELECT YEAR FROM conference GROUP BY YEAR ORDER BY count(*) LIMIT 1,"The query groups by Year, orders the groups by COUNT(*) ascending and returns only the first row. When several years share the minimum number of conferences (as in the sample data where both 2003 and 2004 have 3 conferences), the query returns just one of them (2003) and therefore does not fully answer the question.",SELECT Year  FROM conference  GROUP BY Year  HAVING COUNT(*) = (   SELECT MIN(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM conference   GROUP BY Year   ) AS t  );
1064,conference,What year had the fewest conferences?,SELECT YEAR FROM conference GROUP BY YEAR ORDER BY count(*) LIMIT 1,"The annotated query (SELECT Year FROM conference GROUP BY Year ORDER BY COUNT(*) LIMIT 1) returns only a single year that has the minimum number of conferences. When several years tie for that minimum (as in the current data where both 2003 and 2004 each have 3 conferences),",SELECT Year  FROM conference  GROUP BY Year  HAVING COUNT(*) = (   SELECT MIN(cnt)   FROM (   SELECT COUNT(*) AS cnt   FROM conference   GROUP BY Year   )  );
1073,conference,Show the institution name and the number of staff for each institution founded after 1800.,"SELECT T1.institution_name , count(*) FROM institution AS T1 JOIN staff AS T2 ON T1.institution_id = T2.institution_id WHERE T1.founded > 1800 GROUP BY T2.institution_id","The question asks for every institution founded after 1800 together with “the number of staff”. That implies that institutions which currently have zero staff should still be shown with a count of 0.    The annotator’s query uses an INNER JOIN between institution and staff, therefore any institution that has no matching rows in staff (e.g. Institution_ID 6, 7, 9 in the data) is completely omitted from the output. Consequently the result set is incomplete and the counts are wrong for those institutions.    In addition, with a LEFT join you must count only the non-null staff rows (COUNT(s.staff_ID)) rather than COUNT(*), otherwise every institution would be reported as having at least one staff member even when none exist.","SELECT i.Institution_Name,   COUNT(s.staff_ID) AS staff_count  FROM institution i  LEFT JOIN staff s ON i.Institution_ID = s.Institution_ID  WHERE i.Founded > 1800  GROUP BY i.Institution_ID, i.Institution_Name;"
